350.0	0.0
350.125	0.0
350.25	0.0
350.375	0.0
350.5	0.0
350.625	0.0
350.75	0.0
350.875	0.0
351.0	0.0
351.125	0.0
351.25	0.0
351.375	0.0
351.5	0.0
351.625	0.0
351.75	0.0
351.875	0.0
352.0	0.0
352.125	0.0
352.25	0.0
352.375	0.0
352.5	0.0
352.625	0.0
352.75	0.0
352.875	0.0
353.0	0.0
353.125	0.0
353.25	0.0
353.375	0.0
353.5	0.0
353.625	0.0
353.75	0.0
353.875	0.0
354.0	0.0
354.125	0.0
354.25	0.0
354.375	0.0
354.5	0.0
354.625	0.0
354.75	0.0
354.875	0.0
355.0	0.0
355.125	0.0
355.25	0.0
355.375	0.0
355.5	0.0
355.625	0.0
355.75	0.0
355.875	0.0
356.0	0.0
356.125	0.0
356.25	0.0
356.375	0.0
356.5	0.0
356.625	0.0
356.75	0.0
356.875	0.0
357.0	0.0
357.125	0.0
357.25	0.0
357.375	0.0
357.5	0.0
357.625	0.0
357.75	0.0
357.875	0.0
358.0	0.0
358.125	0.0
358.25	0.0
358.375	0.0
358.5	0.0
358.625	0.0
358.75	0.0
358.875	0.0
359.0	0.0
359.125	0.0
359.25	0.0
359.375	0.0
359.5	0.0
359.625	0.0
359.75	0.0
359.875	0.0
360.0	0.0
360.125	0.0
360.25	0.0
360.375	0.0
360.5	0.0
360.625	0.0
360.75	0.0
360.875	0.0
361.0	0.0
361.125	0.0
361.25	0.0
361.375	0.0
361.5	0.0
361.625	0.0
361.75	0.0
361.875	0.0
362.0	0.0
362.125	0.0
362.25	0.0
362.375	0.0
362.5	0.0
362.625	0.0
362.75	0.0
362.875	0.0
363.0	0.0
363.125	0.0
363.25	0.0
363.375	0.0
363.5	0.0
363.625	0.0
363.75	0.0
363.875	0.0
364.0	0.0
364.125	0.0
364.25	0.0
364.375	0.0
364.5	0.0
364.625	0.0
364.75	0.0
364.875	0.0
365.0	0.0
365.125	0.0
365.25	0.0
365.375	0.0
365.5	0.0
365.625	0.0
365.75	0.0
365.875	0.0
366.0	0.0
366.125	0.0
366.25	0.0
366.375	0.0
366.5	0.0
366.625	0.0
366.75	0.0
366.875	0.0
367.0	0.0
367.125	0.0
367.25	0.0
367.375	0.0
367.5	0.0
367.625	0.0
367.75	0.0
367.875	0.0
368.0	0.0
368.125	0.0
368.25	0.0
368.375	0.0
368.5	0.0
368.625	0.0
368.75	0.0
368.875	0.0
369.0	0.0
369.125	0.0
369.25	0.0
369.375	0.0
369.5	0.0
369.625	0.0
369.75	0.0
369.875	0.0
370.0	0.0
370.125	0.0
370.25	0.0
370.375	0.0
370.5	0.0
370.625	0.0
370.75	0.0
370.875	0.0
371.0	0.0
371.125	0.0
371.25	0.0
371.375	0.0
371.5	0.0
371.625	0.0
371.75	0.0
371.875	0.0
372.0	0.0
372.125	7.0E-4
372.25	0.0055
372.375	0.0086
372.5	0.007
372.625	0.0055
372.75	0.0078
372.875	0.0078
373.0	0.0062
373.125	0.007
373.25	0.0047
373.375	0.0094
373.5	0.0078
373.625	0.0094
373.75	0.0078
373.875	0.007
374.0	0.0094
374.125	0.0094
374.25	0.0117
374.375	0.0102
374.5	0.0094
374.625	0.0078
374.75	0.0094
374.875	0.0102
375.0	0.011
375.125	0.0086
375.25	0.0086
375.375	0.011
375.5	0.0117
375.625	0.0125
375.75	0.011
375.875	0.0094
376.0	0.0102
376.125	0.0062
376.25	0.0086
376.375	0.0094
376.5	0.0125
376.625	0.0094
376.75	0.0102
376.875	0.007
377.0	0.0086
377.125	0.0157
377.25	0.0149
377.375	0.0149
377.5	0.0157
377.625	0.0172
377.75	0.0188
377.875	0.0165
378.0	0.0141
378.125	0.0141
378.25	0.0117
378.375	0.0141
378.5	0.0141
378.625	0.0172
378.75	0.0165
378.875	0.0157
379.0	0.0133
379.125	0.0157
379.25	0.0165
379.375	0.0172
379.5	0.0188
379.625	0.0149
379.75	0.0188
379.875	0.0141
380.0	0.0141
380.125	0.0149
380.25	0.0125
380.375	0.0141
380.5	0.0165
380.625	0.0172
380.75	0.018
380.875	0.0165
